LoanID,CustomerID,CIBIL_Score,Annual_Income_INR,Employment_Type,Vehicle_Model,Loan_Amount_INR,Interest_Rate_Pct,Tenure_Months,Monthly_EMI_INR,FOIR_Pct,NPA_Probability,Risk_Category
901125,101125,803,2745213,Salaried,Honda City (Premium Sedan),1381003,8.7,60,28466,0.124,0.0841,Low Risk (Safe)
901126,101126,678,1364640,Salaried,Kia Seltos (Mid-Size SUV),1614722,11.89,36,53547,0.471,0.3164,Low Risk (Safe)
901127,101127,743,3800000,Self-Employed Professional,Hyundai Venue (Compact SUV),994954,10.08,72,18472,0.058,0.1794,Low Risk (Safe)
901128,101128,696,3216636,Self-Employed Non-Professional,Mahindra XUV700 (Premium SUV),1802663,11.97,48,47444,0.177,0.261,Low Risk (Safe)
901129,101129,727,1717406,Salaried,Toyota Innova Hycross (Hybrid MPV),2651644,10.36,60,56810,0.397,0.2564,Low Risk (Safe)
901130,101130,744,1683320,Salaried,Honda City (Premium Sedan),1355775,9.87,84,22416,0.16,0.1299,Low Risk (Safe)
901131,101131,744,2579526,Self-Employed Non-Professional,Kia Seltos (Mid-Size SUV),1521353,9.71,60,32107,0.149,0.2244,Low Risk (Safe)
901132,101132,748,2827070,Salaried,Tata Nexon EV (Electric SUV),1348776,10.28,72,25178,0.107,0.1015,Low Risk (Safe)
901133,101133,802,2442446,Salaried,Kia Seltos (Mid-Size SUV),1404378,8.71,60,28955,0.142,0.0936,Low Risk (Safe)
901134,101134,750,2600514,Salaried,Mahindra XUV700 (Premium SUV),1781069,9.69,36,57211,0.264,0.1791,Low Risk (Safe)
901135,101135,719,3800000,Self-Employed Non-Professional,Mahindra XUV700 (Premium SUV),1959488,11.73,72,38033,0.12,0.2216,Low Risk (Safe)
901136,101136,773,3800000,Salaried,Maruti Suzuki Swift (Hatchback),650289,9.7,36,20891,0.066,0.0692,Low Risk (Safe)
901137,101137,783,2433520,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),616400,8.5,72,10958,0.054,0.1585,Low Risk (Safe)
901138,101138,674,3677415,Self-Employed Professional,Tata Nexon EV (Electric SUV),1394368,11.37,36,45894,0.15,0.2578,Low Risk (Safe)
901139,101139,756,1241848,Salaried,Hyundai Venue (Compact SUV),904973,10.12,72,16820,0.163,0.1257,Low Risk (Safe)
901140,101140,761,2727401,Salaried,Maruti Suzuki Swift (Hatchback),658650,10.16,48,16755,0.074,0.0789,Low Risk (Safe)
901141,101141,716,3800000,Self-Employed Professional,Toyota Innova Hycross (Hybrid MPV),2697730,12.37,60,60515,0.191,0.2586,Low Risk (Safe)
901142,101142,791,1943643,Salaried,Maruti Suzuki Swift (Hatchback),587088,8.77,60,12121,0.075,0.0653,Low Risk (Safe)
901143,101143,723,1374775,Self-Employed Professional,Mahindra XUV700 (Premium SUV),1900448,9.84,60,40229,0.351,0.3353,Low Risk (Safe)
901144,101144,735,1530876,Self-Employed Non-Professional,Tata Nexon EV (Electric SUV),1283986,10.18,60,27394,0.215,0.2616,Low Risk (Safe)
901145,101145,722,1203448,Self-Employed Professional,Honda City (Premium Sedan),1312483,9.56,60,27603,0.275,0.2977,Low Risk (Safe)
901146,101146,730,1423146,Self-Employed Professional,Tata Nexon EV (Electric SUV),1478027,10.43,60,31717,0.267,0.29,Low Risk (Safe)
901147,101147,680,1787306,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),702286,12.04,60,15636,0.105,0.2325,Low Risk (Safe)
901148,101148,665,1011493,Self-Employed Professional,Mahindra XUV700 (Premium SUV),1853281,11.46,60,40721,0.483,0.4286,Low Risk (Safe)
901149,101149,801,2210192,Salaried,Kia Seltos (Mid-Size SUV),1645073,8.81,60,33997,0.185,0.1156,Low Risk (Safe)
901150,101150,691,3599309,Salaried,Honda City (Premium Sedan),1143978,12.17,48,30220,0.101,0.1253,Low Risk (Safe)
901151,101151,685,1330059,Salaried,Tata Nexon EV (Electric SUV),1436494,11.02,84,24611,0.222,0.1886,Low Risk (Safe)
901152,101152,633,3800000,Self-Employed Professional,Hyundai Venue (Compact SUV),837569,14.97,60,19912,0.063,0.2336,Low Risk (Safe)
901153,101153,701,2902072,Salaried,Honda City (Premium Sedan),1393132,11.45,48,36311,0.15,0.1451,Low Risk (Safe)
901154,101154,670,3800000,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),641971,11.22,60,14028,0.044,0.2067,Low Risk (Safe)
901155,101155,803,1526046,Salaried,Mahindra XUV700 (Premium SUV),2032900,8.77,72,36412,0.286,0.1651,Low Risk (Safe)
901156,101156,775,3506008,Self-Employed Professional,Tata Nexon EV (Electric SUV),1511919,10.2,36,48927,0.167,0.2188,Low Risk (Safe)
901157,101157,699,1201926,Salaried,Maruti Suzuki Swift (Hatchback),585046,11.64,60,12907,0.129,0.1356,Low Risk (Safe)
901158,101158,831,3575573,Self-Employed Professional,Hyundai Venue (Compact SUV),833490,8.74,60,17196,0.058,0.1379,Low Risk (Safe)
901159,101159,774,2408492,Salaried,Hyundai Venue (Compact SUV),1018353,9.82,48,25740,0.128,0.0998,Low Risk (Safe)
901160,101160,715,2970640,Salaried,Toyota Innova Hycross (Hybrid MPV),2357661,12.14,72,46264,0.187,0.157,Low Risk (Safe)
901161,101161,617,1147875,Salaried,Honda City (Premium Sedan),1163693,15.33,60,27886,0.292,0.2556,Low Risk (Safe)
901162,101162,833,1339372,Self-Employed Professional,Hyundai Venue (Compact SUV),928061,8.84,48,23024,0.206,0.211,Low Risk (Safe)
901163,101163,667,3043368,Salaried,Kia Seltos (Mid-Size SUV),1521907,11.44,72,29312,0.116,0.1441,Low Risk (Safe)
901164,101164,655,1300694,Salaried,Maruti Suzuki Swift (Hatchback),567145,11.37,60,12436,0.115,0.1493,Low Risk (Safe)
901165,101165,776,2827104,Self-Employed Non-Professional,Tata Nexon EV (Electric SUV),1328215,9.65,72,24372,0.103,0.1863,Low Risk (Safe)
901166,101166,839,1033099,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),567419,9.14,60,11817,0.137,0.1737,Low Risk (Safe)
901167,101167,792,3493783,Self-Employed Non-Professional,Honda City (Premium Sedan),1251100,8.86,72,22464,0.077,0.1658,Low Risk (Safe)
901168,101168,755,1112490,Salaried,Kia Seltos (Mid-Size SUV),1625785,9.69,72,29865,0.322,0.2057,Low Risk (Safe)
901169,101169,756,2969086,Salaried,Mahindra XUV700 (Premium SUV),2177020,9.89,36,70133,0.283,0.1857,Low Risk (Safe)
901170,101170,768,3091283,Self-Employed Non-Professional,Kia Seltos (Mid-Size SUV),1535466,10.45,72,28795,0.112,0.1946,Low Risk (Safe)
901171,101171,764,1493712,Salaried,Mahindra XUV700 (Premium SUV),1799353,9.75,60,38009,0.305,0.193,Low Risk (Safe)
901172,101172,742,3018029,Self-Employed Professional,Honda City (Premium Sedan),1396754,10.17,36,45180,0.18,0.2408,Low Risk (Safe)
901173,101173,734,2528769,Salaried,Toyota Innova Hycross (Hybrid MPV),2474423,10.24,60,52866,0.251,0.1801,Low Risk (Safe)
901174,101174,727,1629260,Salaried,Honda City (Premium Sedan),1171124,9.95,36,37761,0.278,0.1969,Low Risk (Safe)
901175,101175,696,1258328,Salaried,Tata Nexon EV (Electric SUV),1541669,11.32,72,29597,0.282,0.2135,Low Risk (Safe)
901176,101176,717,744565,Salaried,Maruti Suzuki Swift (Hatchback),676120,11.56,60,14890,0.24,0.1826,Low Risk (Safe)
901177,101177,653,2655935,Salaried,Tata Nexon EV (Electric SUV),1478962,11.41,84,25643,0.116,0.1507,Low Risk (Safe)
901178,101178,725,926675,Salaried,Maruti Suzuki Swift (Hatchback),668877,10.07,48,16986,0.22,0.1688,Low Risk (Safe)
901179,101179,685,2309263,Self-Employed Non-Professional,Mahindra XUV700 (Premium SUV),1817156,12.25,60,40651,0.211,0.2831,Low Risk (Safe)
901180,101180,680,1895709,Salaried,Tata Nexon EV (Electric SUV),1307132,12.28,48,34601,0.219,0.1895,Low Risk (Safe)
901181,101181,738,3183616,Self-Employed Professional,Mahindra XUV700 (Premium SUV),2041614,10.38,60,43760,0.165,0.2352,Low Risk (Safe)
901182,101182,792,1855890,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),595458,9.06,72,10751,0.07,0.1623,Low Risk (Safe)
901183,101183,771,1828129,Salaried,Maruti Suzuki Swift (Hatchback),628300,9.8,72,11576,0.076,0.0752,Low Risk (Safe)
901184,101184,659,3277294,Salaried,Tata Nexon EV (Electric SUV),1495560,11.32,72,28712,0.105,0.1424,Low Risk (Safe)
901185,101185,685,2634705,Self-Employed Professional,Honda City (Premium Sedan),1360185,11.59,72,26302,0.12,0.2376,Low Risk (Safe)
901186,101186,772,2607456,Self-Employed Professional,Hyundai Venue (Compact SUV),924717,9.54,36,29638,0.136,0.2047,Low Risk (Safe)
901187,101187,685,2836544,Self-Employed Professional,Tata Nexon EV (Electric SUV),1498922,11.34,60,32844,0.139,0.2471,Low Risk (Safe)
901188,101188,719,941693,Self-Employed Professional,Toyota Innova Hycross (Hybrid MPV),2661400,12.19,60,59457,0.758,0.5406,Medium Risk (Monitor)
901189,101189,754,3322518,Self-Employed Non-Professional,Mahindra XUV700 (Premium SUV),2026196,10.16,60,43210,0.156,0.2232,Low Risk (Safe)
901190,101190,686,3068986,Salaried,Hyundai Venue (Compact SUV),875253,11.31,48,22753,0.089,0.1217,Low Risk (Safe)
901191,101191,734,1252715,Salaried,Tata Nexon EV (Electric SUV),1327923,10.35,60,28443,0.272,0.1906,Low Risk (Safe)
901192,101192,669,1916010,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),609726,11.2,60,13317,0.083,0.2267,Low Risk (Safe)
901193,101193,702,2144422,Salaried,Honda City (Premium Sedan),1160041,11.11,60,25285,0.141,0.1401,Low Risk (Safe)
901194,101194,744,2035041,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),603473,9.86,72,11137,0.066,0.1829,Low Risk (Safe)
901195,101195,658,2632969,Salaried,Hyundai Venue (Compact SUV),871094,11.98,60,19368,0.088,0.1344,Low Risk (Safe)
901196,101196,749,3800000,Salaried,Maruti Suzuki Swift (Hatchback),630799,10.2,36,20413,0.064,0.0795,Low Risk (Safe)
901197,101197,729,3800000,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),698765,9.76,36,22468,0.071,0.1924,Low Risk (Safe)
901198,101198,754,1064780,Salaried,Kia Seltos (Mid-Size SUV),1349068,10.06,72,25033,0.282,0.1862,Low Risk (Safe)
901199,101199,740,3085235,Salaried,Maruti Suzuki Swift (Hatchback),670540,10.03,84,11142,0.043,0.0733,Low Risk (Safe)
901200,101200,791,3800000,Salaried,Maruti Suzuki Swift (Hatchback),665592,9.02,60,13823,0.044,0.0498,Low Risk (Safe)
901201,101201,735,2710773,Self-Employed Non-Professional,Tata Nexon EV (Electric SUV),1269098,10.09,60,27020,0.12,0.2141,Low Risk (Safe)
901202,101202,710,3800000,Salaried,Maruti Suzuki Swift (Hatchback),700885,11.98,84,12365,0.039,0.0854,Low Risk (Safe)
901203,101203,735,3800000,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),647770,9.55,60,13620,0.043,0.1756,Low Risk (Safe)
901204,101204,754,3800000,Salaried,Kia Seltos (Mid-Size SUV),1439803,10.45,72,27001,0.085,0.0877,Low Risk (Safe)
901205,101205,732,2513331,Self-Employed Professional,Kia Seltos (Mid-Size SUV),1577288,10.14,72,29332,0.14,0.2255,Low Risk (Safe)
901206,101206,731,3800000,Self-Employed Professional,Honda City (Premium Sedan),1202209,10.38,60,25768,0.081,0.1965,Low Risk (Safe)
901207,101207,698,2373054,Salaried,Kia Seltos (Mid-Size SUV),1555228,11.3,60,34047,0.172,0.1575,Low Risk (Safe)
901208,101208,700,2220286,Salaried,Toyota Innova Hycross (Hybrid MPV),2198032,12.3,48,58206,0.315,0.2281,Low Risk (Safe)
901209,101209,666,1806175,Salaried,Maruti Suzuki Swift (Hatchback),688411,11.48,48,17953,0.119,0.1461,Low Risk (Safe)
901210,101210,808,3800000,Self-Employed Professional,Kia Seltos (Mid-Size SUV),1469359,8.87,72,26391,0.083,0.1613,Low Risk (Safe)
901211,101211,674,1397037,Salaried,Kia Seltos (Mid-Size SUV),1535342,11.24,72,29412,0.253,0.2093,Low Risk (Safe)
901212,101212,698,3800000,Self-Employed Professional,Kia Seltos (Mid-Size SUV),1389933,11.77,72,27007,0.085,0.214,Low Risk (Safe)
901213,101213,697,2884682,Salaried,Tata Nexon EV (Electric SUV),1460934,12.19,60,32638,0.136,0.14,Low Risk (Safe)
901214,101214,770,1014982,Salaried,Maruti Suzuki Swift (Hatchback),678336,10.42,36,22021,0.26,0.1676,Low Risk (Safe)
901215,101215,716,2682358,Salaried,Kia Seltos (Mid-Size SUV),1478124,11.7,36,48883,0.219,0.1726,Low Risk (Safe)
901216,101216,786,690371,Salaried,Toyota Innova Hycross (Hybrid MPV),2533281,9.0,60,52586,0.914,0.4871,Medium Risk (Monitor)
901217,101217,699,3091074,Salaried,Honda City (Premium Sedan),1261897,11.64,60,27841,0.108,0.1251,Low Risk (Safe)
901218,101218,742,3565722,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),696613,10.45,60,14955,0.05,0.1758,Low Risk (Safe)
901219,101219,692,1582006,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),637180,11.08,36,20884,0.158,0.2534,Low Risk (Safe)
901220,101220,826,2345364,Salaried,Maruti Suzuki Swift (Hatchback),688771,8.93,84,11057,0.057,0.0398,Low Risk (Safe)
901221,101221,676,3800000,Self-Employed Non-Professional,Kia Seltos (Mid-Size SUV),1592973,11.97,60,35410,0.112,0.2379,Low Risk (Safe)
901222,101222,743,1659188,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),624075,9.98,72,11555,0.084,0.1924,Low Risk (Safe)
901223,101223,758,1223958,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),597012,9.96,60,12672,0.124,0.2053,Low Risk (Safe)
901224,101224,748,3800000,Salaried,Honda City (Premium Sedan),1246824,10.07,48,31664,0.1,0.098,Low Risk (Safe)
901225,101225,721,3800000,Salaried,Maruti Suzuki Swift (Hatchback),686432,9.65,72,12595,0.04,0.0807,Low Risk (Safe)
901226,101226,724,2195746,Salaried,Kia Seltos (Mid-Size SUV),1392171,9.97,72,25770,0.141,0.1298,Low Risk (Safe)
901227,101227,731,3800000,Self-Employed Professional,Hyundai Venue (Compact SUV),940375,10.33,60,20133,0.064,0.188,Low Risk (Safe)
901228,101228,723,3800000,Salaried,Kia Seltos (Mid-Size SUV),1594633,9.52,60,33505,0.106,0.1128,Low Risk (Safe)
901229,101229,773,1456626,Salaried,Mahindra XUV700 (Premium SUV),1887599,9.77,36,60703,0.5,0.2862,Low Risk (Safe)
901230,101230,829,1677947,Salaried,Honda City (Premium Sedan),1317662,9.15,60,27448,0.196,0.1079,Low Risk (Safe)
901231,101231,704,3800000,Salaried,Honda City (Premium Sedan),1198689,11.08,84,20574,0.065,0.1012,Low Risk (Safe)
901232,101232,668,3800000,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),578891,11.47,36,19081,0.06,0.2156,Low Risk (Safe)
901233,101233,726,2986415,Salaried,Maruti Suzuki Swift (Hatchback),681657,10.3,48,17386,0.07,0.0934,Low Risk (Safe)
901234,101234,846,1350657,Salaried,Hyundai Venue (Compact SUV),846773,8.81,84,13542,0.12,0.0619,Low Risk (Safe)
901235,101235,693,3800000,Self-Employed Professional,Mahindra XUV700 (Premium SUV),1849835,11.99,48,48704,0.154,0.2509,Low Risk (Safe)
901236,101236,803,1636329,Self-Employed Non-Professional,Kia Seltos (Mid-Size SUV),1611788,9.04,60,33489,0.246,0.2451,Low Risk (Safe)
901237,101237,805,1822417,Self-Employed Professional,Tata Nexon EV (Electric SUV),1351834,8.52,60,27747,0.183,0.2127,Low Risk (Safe)
901238,101238,705,2645275,Self-Employed Non-Professional,Mahindra XUV700 (Premium SUV),2172600,11.13,60,47378,0.215,0.2757,Low Risk (Safe)
901239,101239,755,3800000,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),709460,10.07,60,15098,0.048,0.1687,Low Risk (Safe)
901240,101240,803,3504949,Salaried,Kia Seltos (Mid-Size SUV),1406396,8.74,48,34824,0.119,0.0816,Low Risk (Safe)
901241,101241,712,2752929,Salaried,Honda City (Premium Sedan),1137293,12.42,36,38002,0.166,0.1479,Low Risk (Safe)
901242,101242,720,2827231,Self-Employed Professional,Hyundai Venue (Compact SUV),980113,10.21,72,18261,0.078,0.2002,Low Risk (Safe)
901243,101243,703,2244364,Self-Employed Professional,Tata Nexon EV (Electric SUV),1386325,11.39,72,26665,0.143,0.2407,Low Risk (Safe)
901244,101244,684,2978638,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),577612,11.15,60,12601,0.051,0.2036,Low Risk (Safe)
901245,101245,700,545109,Salaried,Mahindra XUV700 (Premium SUV),2050460,11.91,60,45518,1.002,0.5716,Medium Risk (Monitor)
901246,101246,674,1861449,Salaried,Tata Nexon EV (Electric SUV),1247787,12.02,48,32871,0.212,0.1888,Low Risk (Safe)
901247,101247,731,2502315,Salaried,Maruti Suzuki Swift (Hatchback),693029,9.91,36,22332,0.107,0.1095,Low Risk (Safe)
901248,101248,695,1163498,Salaried,Tata Nexon EV (Electric SUV),1283255,12.29,72,25281,0.261,0.2034,Low Risk (Safe)
901249,101249,740,2710050,Salaried,Hyundai Venue (Compact SUV),853008,9.52,60,17923,0.079,0.0913,Low Risk (Safe)
901250,101250,659,1958208,Self-Employed Professional,Tata Nexon EV (Electric SUV),1295471,11.2,60,28296,0.173,0.2764,Low Risk (Safe)
901251,101251,744,3800000,Salaried,Mahindra XUV700 (Premium SUV),2166722,10.15,48,55109,0.174,0.1369,Low Risk (Safe)
901252,101252,767,3800000,Salaried,Maruti Suzuki Swift (Hatchback),666475,10.3,36,21599,0.068,0.0731,Low Risk (Safe)
901253,101253,640,1696040,Salaried,Kia Seltos (Mid-Size SUV),1592980,13.56,60,36703,0.26,0.2288,Low Risk (Safe)
901254,101254,746,2016833,Self-Employed Professional,Toyota Innova Hycross (Hybrid MPV),2405628,9.85,72,44384,0.264,0.2809,Low Risk (Safe)
901255,101255,785,2103953,Salaried,Hyundai Venue (Compact SUV),898988,8.57,84,14268,0.081,0.0711,Low Risk (Safe)
901256,101256,675,1709287,Salaried,Maruti Suzuki Swift (Hatchback),597672,11.96,72,11672,0.082,0.1234,Low Risk (Safe)
901257,101257,805,2439402,Salaried,Kia Seltos (Mid-Size SUV),1480726,8.99,84,23816,0.117,0.0797,Low Risk (Safe)
901258,101258,748,1444024,Salaried,Honda City (Premium Sedan),1290548,10.22,84,21571,0.179,0.1375,Low Risk (Safe)
901259,101259,698,1176625,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),657266,12.17,60,14677,0.15,0.2465,Low Risk (Safe)
901260,101260,727,3086323,Self-Employed Non-Professional,Hyundai Venue (Compact SUV),881566,9.59,48,22185,0.086,0.2009,Low Risk (Safe)
901261,101261,755,3097919,Salaried,Maruti Suzuki Swift (Hatchback),704798,10.36,72,13185,0.051,0.0702,Low Risk (Safe)
901262,101262,733,1407923,Salaried,Mahindra XUV700 (Premium SUV),1803088,10.31,48,45999,0.392,0.2511,Low Risk (Safe)
901263,101263,754,3585632,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),707347,9.53,48,17780,0.06,0.1752,Low Risk (Safe)
901264,101264,688,1548244,Salaried,Hyundai Venue (Compact SUV),828268,12.17,48,21880,0.17,0.1612,Low Risk (Safe)
901265,101265,737,2518668,Salaried,Toyota Innova Hycross (Hybrid MPV),2454052,9.55,60,51599,0.246,0.1762,Low Risk (Safe)
901266,101266,666,3440712,Salaried,Mahindra XUV700 (Premium SUV),1878349,11.09,60,40924,0.143,0.1581,Low Risk (Safe)
901267,101267,724,2151149,Self-Employed Non-Professional,Hyundai Venue (Compact SUV),923807,10.01,48,23434,0.131,0.2248,Low Risk (Safe)
901268,101268,689,2813971,Salaried,Tata Nexon EV (Electric SUV),1425819,11.2,60,31143,0.133,0.1423,Low Risk (Safe)
901269,101269,696,1649468,Salaried,Mahindra XUV700 (Premium SUV),1925371,12.45,72,38093,0.277,0.211,Low Risk (Safe)
901270,101270,785,1966849,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),624727,8.57,60,12838,0.078,0.1696,Low Risk (Safe)
901271,101271,779,1956714,Salaried,Maruti Suzuki Swift (Hatchback),672408,9.87,72,12412,0.076,0.0714,Low Risk (Safe)
901272,101272,757,1453350,Salaried,Kia Seltos (Mid-Size SUV),1552556,9.55,48,39042,0.322,0.2048,Low Risk (Safe)
901273,101273,680,1988267,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),687490,11.89,48,18067,0.109,0.2345,Low Risk (Safe)
901274,101274,715,934960,Salaried,Toyota Innova Hycross (Hybrid MPV),2319976,11.52,60,51045,0.655,0.391,Low Risk (Safe)
901275,101275,784,1672559,Self-Employed Professional,Honda City (Premium Sedan),1307858,9.0,60,27148,0.195,0.2286,Low Risk (Safe)
901276,101276,736,1873499,Salaried,Hyundai Venue (Compact SUV),953742,9.77,60,20156,0.129,0.1181,Low Risk (Safe)
901277,101277,834,1903302,Salaried,Hyundai Venue (Compact SUV),906342,8.54,72,16131,0.102,0.0585,Low Risk (Safe)
901278,101278,747,1918734,Salaried,Mahindra XUV700 (Premium SUV),1948586,10.32,72,36414,0.228,0.1625,Low Risk (Safe)
901279,101279,738,2118099,Salaried,Kia Seltos (Mid-Size SUV),1422323,10.5,84,23981,0.136,0.1207,Low Risk (Safe)
901280,101280,716,2852461,Salaried,Honda City (Premium Sedan),1167553,12.37,60,26190,0.11,0.1181,Low Risk (Safe)
901281,101281,736,3544771,Self-Employed Professional,Toyota Innova Hycross (Hybrid MPV),2299004,9.88,48,58176,0.197,0.2521,Low Risk (Safe)
901282,101282,723,1532834,Salaried,Maruti Suzuki Swift (Hatchback),578327,10.12,60,12321,0.096,0.1078,Low Risk (Safe)
901283,101283,761,1130577,Salaried,Mahindra XUV700 (Premium SUV),2039212,10.22,48,51935,0.551,0.3174,Low Risk (Safe)
901284,101284,773,1235363,Salaried,Tata Nexon EV (Electric SUV),1455540,9.89,48,36839,0.358,0.2152,Low Risk (Safe)
901285,101285,694,1676197,Self-Employed Professional,Tata Nexon EV (Electric SUV),1551200,11.31,48,40325,0.289,0.3179,Low Risk (Safe)
901286,101286,670,1805671,Salaried,Maruti Suzuki Swift (Hatchback),671951,12.15,60,14998,0.1,0.1347,Low Risk (Safe)
901287,101287,647,1434751,Salaried,Maruti Suzuki Swift (Hatchback),570306,13.05,48,15314,0.128,0.1595,Low Risk (Safe)
901288,101288,752,1074252,Salaried,Kia Seltos (Mid-Size SUV),1621985,10.15,36,52451,0.586,0.3391,Low Risk (Safe)
901289,101289,680,1705098,Salaried,Tata Nexon EV (Electric SUV),1522182,12.32,60,34106,0.24,0.2,Low Risk (Safe)
901290,101290,633,2421226,Salaried,Hyundai Venue (Compact SUV),922530,13.98,60,21456,0.106,0.1551,Low Risk (Safe)
901291,101291,747,3039690,Self-Employed Professional,Hyundai Venue (Compact SUV),953889,9.54,72,17451,0.069,0.183,Low Risk (Safe)
901292,101292,842,1612695,Salaried,Kia Seltos (Mid-Size SUV),1654127,8.78,60,34160,0.254,0.1308,Low Risk (Safe)
901293,101293,729,1746023,Salaried,Toyota Innova Hycross (Hybrid MPV),2483736,9.97,48,62958,0.433,0.2734,Low Risk (Safe)
901294,101294,767,1316274,Salaried,Hyundai Venue (Compact SUV),1024170,9.81,48,25882,0.236,0.1571,Low Risk (Safe)
901295,101295,733,2153722,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),574955,10.2,48,14637,0.082,0.1961,Low Risk (Safe)
901296,101296,725,1374175,Salaried,Hyundai Venue (Compact SUV),867031,10.33,72,16207,0.142,0.1298,Low Risk (Safe)
901297,101297,771,3003294,Salaried,Honda City (Premium Sedan),1257226,10.23,72,23437,0.094,0.0842,Low Risk (Safe)
901298,101298,716,820585,Salaried,Mahindra XUV700 (Premium SUV),1993988,11.84,48,52352,0.766,0.4461,Low Risk (Safe)
901299,101299,742,1798032,Salaried,Tata Nexon EV (Electric SUV),1506855,9.77,60,31845,0.213,0.1573,Low Risk (Safe)
901300,101300,744,2585964,Salaried,Mahindra XUV700 (Premium SUV),2179600,10.37,84,36601,0.17,0.1349,Low Risk (Safe)
901301,101301,699,2424434,Salaried,Hyundai Venue (Compact SUV),910547,11.71,60,20121,0.1,0.1211,Low Risk (Safe)
901302,101302,774,3800000,Salaried,Kia Seltos (Mid-Size SUV),1329095,9.86,72,24528,0.077,0.0743,Low Risk (Safe)
901303,101303,722,2656154,Salaried,Tata Nexon EV (Electric SUV),1501886,10.23,48,38257,0.173,0.1467,Low Risk (Safe)
901304,101304,695,1261446,Salaried,Maruti Suzuki Swift (Hatchback),653157,11.68,48,17097,0.163,0.1544,Low Risk (Safe)
901305,101305,754,2079201,Salaried,Maruti Suzuki Swift (Hatchback),592281,10.29,72,11059,0.064,0.0772,Low Risk (Safe)
901306,101306,689,824938,Salaried,Tata Nexon EV (Electric SUV),1400793,12.34,60,31401,0.457,0.3043,Low Risk (Safe)
901307,101307,731,2096270,Self-Employed Professional,Honda City (Premium Sedan),1347693,9.79,60,28495,0.163,0.2375,Low Risk (Safe)
901308,101308,729,1385842,Self-Employed Non-Professional,Hyundai Venue (Compact SUV),994490,10.16,60,21208,0.184,0.2489,Low Risk (Safe)
901309,101309,778,3625361,Self-Employed Non-Professional,Kia Seltos (Mid-Size SUV),1487366,10.14,60,31704,0.105,0.1864,Low Risk (Safe)
901310,101310,751,1619702,Self-Employed Non-Professional,Kia Seltos (Mid-Size SUV),1419325,9.71,72,26087,0.193,0.2431,Low Risk (Safe)
901311,101311,728,2054984,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),708561,9.53,48,17811,0.104,0.2094,Low Risk (Safe)
901312,101312,766,1544858,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),662004,9.93,60,14042,0.109,0.194,Low Risk (Safe)
901313,101313,792,3800000,Salaried,Maruti Suzuki Swift (Hatchback),623735,9.19,72,11302,0.036,0.0453,Low Risk (Safe)
901314,101314,755,1836397,Self-Employed Professional,Toyota Innova Hycross (Hybrid MPV),2337668,10.38,60,50106,0.327,0.3082,Low Risk (Safe)
901315,101315,730,3800000,Salaried,Maruti Suzuki Swift (Hatchback),672165,10.43,60,14424,0.046,0.0795,Low Risk (Safe)
901316,101316,670,3429014,Salaried,Hyundai Venue (Compact SUV),878280,11.2,72,16807,0.059,0.1142,Low Risk (Safe)
901317,101317,682,2856582,Self-Employed Professional,Tata Nexon EV (Electric SUV),1294164,11.23,84,22316,0.094,0.2261,Low Risk (Safe)
901318,101318,716,2683958,Salaried,Toyota Innova Hycross (Hybrid MPV),2482303,11.95,60,55154,0.247,0.1866,Low Risk (Safe)
901319,101319,702,2721213,Salaried,Maruti Suzuki Swift (Hatchback),605998,12.1,60,13510,0.06,0.0996,Low Risk (Safe)
901320,101320,721,759017,Self-Employed Non-Professional,Tata Nexon EV (Electric SUV),1445038,9.7,72,26552,0.42,0.3707,Low Risk (Safe)
901321,101321,732,1879683,Salaried,Tata Nexon EV (Electric SUV),1276419,9.87,72,23563,0.15,0.1305,Low Risk (Safe)
901322,101322,753,3487992,Salaried,Tata Nexon EV (Electric SUV),1453630,10.13,72,27025,0.093,0.0921,Low Risk (Safe)
901323,101323,726,2133141,Self-Employed Non-Professional,Kia Seltos (Mid-Size SUV),1411653,9.52,60,29661,0.167,0.2419,Low Risk (Safe)
901324,101324,751,1011702,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),562536,10.22,60,12013,0.142,0.2176,Low Risk (Safe)
